id;text;result
1685;Die Stadt incl. Rheinufer für Rollstuhlfahrer und Gehbehinderte einfacher zugänglich zu machen;[29, 45]
1686;Ein Haus zu kaufen da es teuer ist;[3: Wohnkosten, Wohnungsmangel, 2: Lebenshaltungskosten]
1688;Nachts auszugehen ist teuer und die Möglichkeiten sind begrenzt. Die hohen Grundstückspreise verhindern, dass kleine Clubs, Musiklokale usw. dauerhaft Fuß fassen und florieren können. Ketten und Online-Händler verdrängen kleine Läden aus dem Geschäft, was nicht nur in Basel der Fall ist.;[2, 27, 26]
1690;Sicherheit im oeffentlichen Raum!;[23]
1692;Abfall, Bettler;[1, 48]
1693;zu viel Autos!;[5, 6, 7, 16, 17, 18, 23, 27, 32, 35, 36, 38, 45]
1697;Energieziele erreichen. Ausbau von E-Mobilität. Günstiges Wohnen.;[3, 5]
1698;Steuern;[1]
1701;- Vermüllung, insbesondere im Gundeli - Hohe Mieten, kaum Möglichkeiten, Eigentum zu erwerben - viele Langzeitbaustellen, wirken untereinander oft nicht koordiniert - Basel wird zunehmend autofeindlich, siehe Wegfall von Parkplätzen, Familien benötigen trotz einer umweltfreundlichen Gesamteinstellung dennoch oft ein Auto!;[1, 3, 7, 10]
1703;Straßen und öffentliche Plätze sind nicht immer so sauber und ordentlich, wie sie sein könnten. Nicht jeder kümmert sich richtig darum.;[15]
1709;Für mich: Andere Wahrnehmung finden, Alterswohnungen fehlen.;[23, 3]
1710;Wenig Wachstumsmöglichkeiten. Kantonale Begrenzung. Politische Einschränkungen.;[8, 30]
1711;Für Ältere und Menschen mit beeinträchtigung muss noch mehr getan werden!  Das steigende Gewaltpotenzial, Achtung und Respekt verlieren sich immer mehr.  Wachsender Egoismus. Die steigenden Gesundheitskosten.;[29, 33, 47, 97]
1712;Littering, Parks könnten aufgerüstet werden (wie Schützenmattpark), Angebot für Kinder , Familien, Jugendliche , Alter im öffentlichen Raum erhöhen. Skterparks. Neben dem Rialto ein zweites Hallenbad. Mountainbike Fun Park. ÖV sollte massiv günstiger sein. Ich gehe mit meiner Vierköpfigen Familie mit dem Auto in die Stadt. Gefühlt kommt es mir günstiger vor.;[10, 21, 27, 35]
1714;Die öffentliche Sicherheit;[23]
1716;Das ein grosser Teil der Bevölkerung mit deren politischen Gesinnung die noch in BS ansässigen Firmen und damit u.a. die wichtigsten Steuerzahler vergrault. Ohne das Mäzenatentum in Basel und die Pharma Firmen würde in Basel vieles anders sein.;[11, 13]
1719;Bausituation, Parkplatzmangel;[15, 36, 37]
1723;Kriminalität;[23]
1725;wenig grün Flächen für Kinder ältere Menschen und Haustiere, zu wenig Tagesstrukturen für jeden alter, Sitzgelegenheit, zu viel asyl-ausländer,;[21, 28, 45, 46, 20]
1728;die vielen Baustellen;[36]
1733;Die Sicherheit und viele Baustellen, Verkehrsumleitungen etc.;[17, 36]
1734;Kinderbetreuung;[28]
1736;Situation am Claraplatz;[5, 7, 15, 16, 17, 21, 24, 27, 37, 44, 45]
1737;Die steigende Kriminalität;[23]
1738;Whonung zu finden;[3]
1739;Sicherheit, neues Tagesbetreuungsgesetz;[23, 28]
1743;Difficult to settle in Basel (in respect to find stable job and housing).;[3, 8]
1745;Kriminalität Baustellen;[23, 36]
1747;Kann ich nicht beurteilen;[-99]
1752;Schulen;[25]
1754;Inexistent cultural offer in English like theater or cinema. Paper and cardboard home pick up should be once a week. Prefixes too high for living ( housing in particular);[10, 15, 28]
1756;Polizei ist nicht der Freund und Helfer sondern nur ein Regeldurchsetzer ohne den Menschen zu sehen und zu verstehen. Etwas menschlichere Polizisten wären schön.;[23]
1757;Immer weniger Stimmberechtigte im Vergleich zur Einwohnerzahl, Racial Profiling, Umgang mit Sans Papiers, vor allem Jugendlichen;[33, 45, 46]
1759;Recent Security threat like robery. Police patrol to be increased.;[23]
1760;zu viel Verkehr - oder zu wenig Platz für alle VerkehrsteilnehmerInnen, insbesondere für FahrradfahrerInnen, zu wenig Parkplätze für Velos (und auch Autos in den Wohnquartieren);[5, 7]
1762;Lärm, Baustellen;[17, 36]
1764;Klima, CO2 Reduktion, Littering...Krankenkassenprämien... Entwicklung neuer, günstiger Wohnformen, auch für die zunehmende Zahl an älterne Menschen, die alleine leben. wie fängt man die Menschen mit ev. leichten Vergesslichkeiten und beginnenden Demenzen in einer digitalisierten Gesellschaft ab...? Single Haushalte im Alter....;[3, 4, 15, 23, 29]
1765;Gewisse Quartiere sollte man meiden, der fehlende Respekt einiger Jugendlichen, die Bettler;[37, 48]
1768;Fehlende Rücksichtnahme Velos überall, auf Einbahnstraßen, Trottoirs, Spazierwegen mit Fahrverbot usw. Velo machen mir auch Angst, bin Seniorin. Ich höre sie nicht kommen und erwarte sie auch nicht;[5, 23]
1769;Lärm;[17]
1770;Baustellen, Sicherheit in der Innerstadt;[37, 24]
1771;Baustellen;[36]
1774;- überteuerte Krankenkassenkosten - Steuern zu hoch - Kriminalität (v.a. Kleinbasel) - Situation am Bahnhof (vorderer Eingang) - endlose Baustellen im Gundeli;[1, 4, 23, 36]
1777;Kriminalität erhöht und verursacht angst;[23]
1778;Erhalt und Förderung von günstigen Wohnungen Flächendeckende Lösung für Kompostentsorgung;[3, 15, 46]
1779;Polizeikontrollen vorallem Nachts zu wenig (z.B. in den Quartieren) / Nichtanpassung der Migranten und Asylanten;[23, 22]
1780;Strassenlärm, Tramhaltestellen nicht rollstuhlgerecht.;[17, 29]
1781;Ich vermisse eine Müllabfuhr für Biomüll;[1]
1782;Parkplatznot, Wohnraum günstig;[3, 7]
1783;Polizeigewalt bspw. an Demonstrationen;[23]
1784;Manchmal Luftqualität;[16]
1785;Parkmögluchkeiten;[7]
1786;Hohe Steuern , hohe Miete , Sicherheit;[1, 3, 23]
1787;Meineserachtens: Ausländer wachstum;[20, 33]
1789;Bettler;[48]
1790;Kriminelle;[23]
1792;Alte Wohnungen Ohne Renovation;[3]
1794;Wohnangebot, Pflegenotstand, Ausbildung Jugendliche mit Migrationshintergrund, Steuererklärung;[3, 29, 9, 1]
1795;Erweiterung der Stadt mit Verlust von informellen Einrichtungen, die grossen Charakter haben (Hafenareal) anstelle von innerer Verdichtung. Abzug von Kultur (Messen, Musicaltheater, Küchlin…). Stockender Ausbau des Velonetzes (Alternative Lösungen).;[10, 14, 5]
1796;Mein subjektives Sicherheitsgefühl ist tiefer als früher.;[23]
1797;Die immer mehr entstehenden Hochhäuser in der Altstadt. Natürlich muss man vom Bodenfläche gesehen in die Höhe bauen. Aber warum müssen die Chemieriesen überall ihre Machtdemonstrationen erstellen? Es sollte irgendeinen Hochhausstadtteil geben, und nicht nur so grauenhafte Türme.;[15, 23]
1798;Günstiger Wohnraum, zu viele Baustellen;[3, 36]
1800;Beim Umbau von öffentlichen Plätzen wird zu wenig Grün gepflanzt!;[21]
1804;-Einrichtungen für Jugendliche sehr geringe Plätze. -Steuern für Ehepaare! Zu hoch! Unfair -Bahnhof SBB -> sehr gefährlich für beeinträchtigte Personen;[8, 1, 29]
1805;Ich rede für die Strasse indem ich wohne (zwischen UKBB und Rhein): die Nachbaren bringen den Abfall jeden Tag in der Strasse, auch wenn an diesem Tag niemand vorbei kommt um es weg zu bringen, das Resultat? die Vögeln öffnen diese Abfallsäcke und die Strasse ist immer voll von Abfall (Essen, Papier, Kondomen...);[15, 16, 17, 45, 46]
1808;Weniger Parkplätze;[7]
1811;Parkplatzmangel / günstige Wohnangebote abnehmend - Trend zu überteuerten Luxuswohnungen;[3, 7]
1812;Die Kriminalität die aus Frankreich kommt;[23, 45]
1815;Wohnungspreise;[3]
1816;Gesundheitsversorgung;[31]
1818;Ich hätte gerne mehr Polizei die hier in der Erlenmatt konsequent Falschparker büssen und die Einhaltung der Höchstgeschwindigkeit von 20 km/h viel öfters kontrollieren. Was hier gerast wird ist übel. Es muss zuerst jemand überfahren werden bis sich etwas ändert.;[23, 7]
1819;Bildungssituation: Schlechte Schulbildung, zu geringer Anspruch;[25]
1822;Bürokratie;[30]
1824;Not park accessibility for dogs;[15, 20, 21]
1826;Bettler;[48]
1827;Ich denke, es ist wie in anderen Kantonen, Gesundheitsversorgung und Lebenshaltungskosten.;[2, 31]
1828;Littering, zu wenig Grünflächen (z.B. Platz beim Voltacenter). Zu wenig natürlicher Schatten (grüne Stadtlungen).;[15, 21]
1829;kriminalität, wohnknappheit, gesundheitsversorgung;[3, 23, 31]
1838;Verkehr;[5, 6, 7]
1839;hoher Steuersatz;[1]
1841;Schwierig Eigenheim zu erwerben;[3]
1843;Parkplätze;[7]
1845;Hohe Steuern, hohe Krankenkassenpreise. zu wenig politisches Gewicht im Rest der Schweiz, nur ein Ständeratssitz;[1, 4, 46, 98]
1846;Privatverkehr und Lebenkosten;[2, 5]
1849;-unattraktive Innenstadt, ein Geschäft nach dem anderen schliesst! -zu teure Mieten! Privat wie auch für kleine Geschäfte -zu viele ExPats;[2, 3, 20]
1850;Zuviel Baustellen Zuwenig Turnhallen für Sportvereine  Langes warten bei den Verkehrsampeln;[36, 10, 5]
1851;Keine wohnungen für gute preise;[3, 10]
1852;Die Leute haben dreimal meine Velo gestohlen 😔😔😔;[5]
1853;hohe Steuern, unterschiedliche Kultur Gross-/Kleinbasel, politisch verursachter Druck in der Schule,  Integration klappt nicht auf allen Ebenen;[1, 10, 22]
1855;The begging, but buskers should be welcomed and encouraged as  music brings happiness to people;[10, 27]
1856;teure Stadt ungenügendes Wohnungsangebot, zu hohe Mieten hohe Steuern für mittlere und niedrige Einkommen;[2, 3, 8]
1858;Habe ich mich nicht damit auseinandergesetzt;[-99]
1861;Geringes Wohnungsangebot;[3]
1862;Lärm wegen Baustellen, Hubschrauber, Autos, etc. Park- und Sportanlagen in Zentrum;[5, 7, 36, 21]
1863;Geschlossene Gesellschaft, schwer Sozialkontakte aufzubauen;[23, 30]
1864;Ungenügende Grünflächen in der Innenstadt Viele Baustellen Teils gefährliche Strassenführung für Velos;[5, 36]
1865;Sicherheit;[23]
1867;Angebot an Musikunterricht für Schülerinnen und Schüler;[10, 25]
1868;Wohnungsknappheit;[3]
1870;Ausländerrechte/Âutofeindlichkeit/Hotspot Claraplatz/ Zuviele Demonstrationen in der Innenstadt;[20, 45, 5]
1871;Ganz konkret: Die Primarschulen Theodor brauchen dringend mehr Unterstützung. Die integrative Schule ist praktisch nicht umsetzbar. Verhaltensauffällige und schwache SchülerInnen brauchen die ganze Aufmerksamkeit der Lehrpersonen und verunmöglichen ein gesundes Lernklima. Die stärkeren Schüler:innen leiden sehr darunter und erhalten zu wenig Förderung. Es braucht dringenden Handlungsbedarf: kleinere Klassen, mehr Heilpädagogen, mehr Sozialpädagogen, Förderung für schwächere Schüler:innen in kleineren Gruppen;[25]
1875;Homeschooling nicht erlaubt;[25]
1877;Baustellen;[36]
1878;Kinderbetreuungsangebote;[28]
1879;Verkehr, Autos, Mangel an Freiräumen, Grünflächen;[5, 21]
1881;nicht durchgehend ausgereiftes Velonetz, viele Baustellen und damit viel Lärm und Umwege;[5, 36, 17]
1883;Steuern, Krankenkassenkosten;[1, 4]
1884;Baustellen                                                  all                                                               überall;[36]
1889;Jungendkriminalität (Messer), Verkehr (Autos und Parkplätze müssen stark reduziert werden, v.a. SUV im Quartier);[23, 7, 38]
1890;Kriminalität  Hoher Anteil von sozial schwächeren Abfall in der Innenstadt  Veloparkplätze;[5, 15]
1891;Weiss nicht;[99]
1893;Strassenverkehr .zu wenig Parkplätze. Gewalt und Drogenprevention. Steuern viel zu Hoch.;[5, 7, 37, 1]
1895;Zuviel Baustellen;[36]
1896;Hohe Mieten, niedrige Löhne, unterirdische Zebrastreifen sind extrem schmutzig, lange Wartezeiten in Krankenhäusern;[2, 3, 15, 31]
1898;Günstige und schöne Wohnung für Familien mit 2++ Kindern!!!;[3, 23, 28]
1899;Baustellen,Demos;[36, 38]
1901;Jugendliche;[8, 9, 27, 37]
1902;Sicherheit im Straßenverkehr: Radfahrer, Kinder und ältere Menschen haben keine Ahnung von den Verkehrsregeln.;[5, 23]
1907;Die  Kriminellen.;[23]
1908;Sicherheit;[23]
1910;Baustellen, auch allgemein!;[36]
1911;Weiss nicht;[99]
1918;Überall Baustelle!;[36]
1919;Die Luft ist spürbar dreckig und stinkt. sonst keine;[16]
1922;Wohnungsangebot, Sauberkeit an stark frequentierten Orten, Sicherheit ebenda;[3, 15, 23]
1924;Demonstrationen in der Stadt, Abfall auf den Strassen;[15, 38]
1925;Umwelt, Sauberkeit, Luftqualität;[16, 18]
1927;Verkehrssituation (Staus);[5, 33]
1929;Raub, Überfälle etc.;[23]
1933;Immer weniger Parkplätze obwohl die Gebühren für die Parkkarte verdoppelt wurde;[7]
1935;There are not enough large bins. It is quite difficult to get rid of waste (E.g. electrical devices). Also, there are too many cranes in the city.;[15, 36]
1937;Die Kriminalität, Lärmbelästigung nachts,  bei erhöhtem Abfall - Abfallentsorgung auf der Strasse;[15, 17, 23]
1940;Gesundheitskosten und Steuern in BL deutlich günstiger als BS Heiratsstrafe Pendlerverkehr, Nadelöhr Autobahn E-Trottinetslittering;[1, 2, 5, 15]
1941;Wenig bezahlbare Wohnungen;[3]
1946;Zu teure Wohnungen;[3]
1947;I feel income tax rates are higher compared to other cantons. Also less public holidays.;[1, 30]
1948;Wirtschaftliche und politische Entwicklung, zuviele Einschränkungen (Hundeverbot in ALLEN Pärken wieSchützenmatt).;[30, 45]
1949;Baustellen;[36]
1951;Zuviele Baustellen, Qualität der Bildungsangebote der Universität Basel (im Vergleich zur Uni Genf und der HSG): die IT-Lösungen funktionieren nicht optimal, sehr teure Weiterbildungskurse, etc. Keine Summer-Camps für Teenager und nur wenige Möglichkeiten um die Sommerferien in Basel sinnvoll zu gestalten;[36, 25, 10]
1952;Hohe Steuer, zu viel Pharma;[1, 11]
1953;Teurer Wohnraum;[3, 2]
1955;weiss ich nicht;[-99]
1956;Bauarbeiten;[36]
1959;Luftqualität ungenügend / Lärmimmissionen zu hoch zuviel Verkehr durch die Stadt;[16, 17, 5]
1961;Schlechte Velowege, resp. Veloverbindungen, ÖV teuer wenn man nur innerhalb der Stadt das U Abo braucht.;[5, 6]
1962;Wohnungen teuer. Fluglärm, Parkplätze, Bildungssystem, Verkehr in der Stadt, hohe Steuern,;[3, 5, 7, 15, 31, 1]
1963;Sauberkeit, fehlende Brücken, Kommunikation zwischen gruppen wie Alt-Jung hier Geborene- Zugezogene;[15, 24, 46, 98]
1965;Gewalt und Kriminalität, Abfall/Recyklingsystem verbesserungswürdig;[23, 47]
1968;Die Erneuerung der Infrastruktur;[15, 34, 36]
1969;Baustellen, Sauberkeit an gewissen Ortn;[36, 15]
1970;Disponibilité et prix des logements;[3, 15]
1971;überall Baustellen, zum Teil, so sieht es für den Laien aus, manchmal zu wenig koordiniert. So werden Strassen aufgerissen und wieder zugemacht und einen Monat später wieder aufgerissen. Manchmal kommt es einem vor, dass alles vergoldet werden muss.;[36]
1972;Zu wenig Freiheiten für Hunde, zu wenige Hundeparks!;[15, 21]
1973;Zu wenig Interesse der Öffentlichkeit und der Politiker an der Umwelt und der Nachhaltigkeit, nur Green Washing;[18]
1974;Bautätigkeit;[36]
1975;Baustellen, illegale Zuwanderung;[36, 20]
1976;Viele Kinder und Jugendliche brauchen Hilfe. Es gibt zuwenig Plätze für die Therapien (Kinder-Ergotherapie, Psychologische-Therapien, Logopädie u.s w.) Der Fachkräfte Mangel ist hoch. Hier braucht es schnelle Unterstützung.;[9, 28]
1977;Teuer;[2, 3, 10, 14, 26, 27, 28, 32, 34, 46, 44, 45, 48]
1980;Wohnung zu vermitteln;[3]
1981;zu wenig Grünflächen, Lärm;[17, 21]
1982;Der Autoverkehr ist manchmal zu dicht, insbesondere in Gegenden wie dem Aeschenplatz, wo man sich als Radfahrer unsicher fühlt. Öffentliche Parks können sich nachts in einen Treffpunkt für endlose Partys verwandeln, die viel Lärm machen und die Nachbarschaft belästigen können;[5, 17]
1983;-Verringerung der Parkplätze;[7]
1985;Rassismus, Schwierigkeit der Integration von Ausländern, insbesondere von Personen aus nicht EU-Ländern, Ungleichgewicht der Bezahlung trotz Mindestlohn entsprechend der Herkunft, Arbeitsmarkt   interkulturelles Angebot fehlt,  Mangel an kulinarischem Angebot;[20, 22, 32, 8]
1986;Sicherheit, vor allem für Frauen in der Nacht;[23]
1987;Schwierig finde ich die bettelnden Menschen vor den Geschäften und in der Stadt. Der Parkplatzmangel, der zu vermehrtem Herumfahren zur Parkplatzsuche führt, finde ich eine schlechte Lösung um den Verkehr zu drosseln.;[7, 38]
1988;Sicherheit in Bereichen, die von Fußgängern und Fahrrädern gemeinsam genutzt werden;[5]
1990;Einbrecher (Velos, Hause) Lärm am Laupenring (50km/Stunde) zu schnell und gefährlich mit Neubauschule in der Nähe;[23, 17, 24]
1991;Zu wenig Angebot für Jugendliche und wenig Veranstaltung Illegale Drogenkonsum!!! Alkoholisierte Penner und Drogenabhängige am SBB und Claraplatz Bettler;[8, 24, 38, 48]
1993;Zu viel verkehr und nicht mehr sicher hat viele unbekannte leute.;[5, 23, 33, 45]
1994;viel Strassenverkehr, schlechte Luftqualität und Lärm;[5, 16, 17]
1996;Sesselfurzer golderner Fallschirm Neuer sesselfurtzer goldener Fallschirm Usw;[98]
1997;Arbeiten;[8]
1998;Graffitti. Marjuana rauchen;[15, 24]
1999;viel zu teure Wohnungen zu wenig Fahrradwege (Beispiel schmale Streifen zwischen Tramgleis und geparkten Autos) unverhältnissmässige Polizeieinsätze bei Demonstrationen;[3, 5, 23]
2000;Schulsystem, Chancengleichheit, Baustellen;[25, 32, 36]
2002;Beinahe ALLE Trams fahren durch die Innerstadt. Die Grüne Wand ist für mich ein absolutes NOGO! Die rein ideologiegetriebene Politik von Rot/Grün, die oft an den Bedürfnissen der Bürger vorbeipolitisiert und zwar in allen Bereichen, sei dies Sicherheit, Umwelt, Verkehr etc.;[5, 30]
2004;Baustellen;[36]
2005;Abfall, wilde Deponien;[1]
2007;zahlbare Wohnungen.;[3]
2008;Baustellen, Verkehr;[5, 36]
2009;Verkehrsbehinderung (sowohl öffentlich wie auch mir Privatfahrzeug, ständig Strassenbaustellen), keine Parkplätze oder überteuert;[5, 7]
2010;für mich zu viele Obdachlose auf den Strassen;[29, 45]
2014;Keine grosse Probleme, aber es könnte noch besser sein mit Sport Möglichkeiten fuer die Kinder/junge Leute. Es war fuer uns NICHT einfach, Sportmöglichkeiten zu finden fuer unsere Kinder, am Ende haben wir sie nur im Baselland gefunden. Und gute Tanzschulen haben wir ueberhaupt nicht gefunden, obwohl wir viele probiert haben.;[28, 27]
2016;Wenig Platz, zu viele Autos;[3, 7]
2018;Problem wegen Bettlern.;[48]
2019;Bettlerei  !!!;[48]
2021;Wohnraum mit angemessenen Preis;[3]
2023;1) Dauerbau. 2) Lärm von Jugendlichen am Wochenende;[37]
2025;Weiss nicht;[-99]
2026;Zu teuer;[2, 3, 10, 14, 26, 32, 44]
2027;zu viele Baustellen, massiver Autoverkehr, Sicherheit (zu wenig Streifendienste), zu hohe Mietpreise für Wohnungen, die vielen Leerstände der Läden, monotoner Branchenmix (Grossketten), Preise in der Gastronomie zu überzogen;[3, 5, 7, 8, 15, 27, 28, 31, 34, 36, 42]
2028;Aggressive Bettler;[48]
2031;Grosse Ungleichheiten in den Einkommen (Kultur versus Chemie) bei gleichzeitig immer weiter steigenden Mieten und Lebenshaltungskosten! In vielen Bereichen kein Teurungsausgleich auf den Löhnen! Ungerechte Besteuerung für Ehepaare/ Familien. Familien mit Kindern leben in vielen Bereichen am Existenzminimum!  Verkehr: es hat immer noch zu viele Autos in der Stadt, Velosicherheit wird besser aber zu langsam, zu viel Verkehr. Fluglärm über dem Neubad ist unerträglich laut. Und auch wenn ich OV extrem wichtig finde und viel nutze: der Tramlärm in den Wohngebieten ist extrem. Die Trams werden immer schwerer, die Erschütterungen in den Häusern in den Quartieren sind eine echte, große Belastung! Die Tramschienen eine grosse Gefahr insbesondere bei den neuen, barrierefreien Haltestellen oder zb beim Kirschgarten.;[2, 3, 5, 7, 8, 11, 15, 16, 17, 18, 24]
2032;Viele Baustellen Viel Verkehr zuviel versiegelte Fläche, zuwenig Grünfläche und zuwenig Biodiversität (auch bei Neubauten wird noch immer soviel Fläche versiegelt, dabei weiss man doch, dass die Sommer immer heisser werden) = Fehlplanung;[3, 5, 16, 21, 24, 36]
2033;Das Wohnungsangebot bzw. die hohen Preise.;[3: Wohnkosten, Wohnungsmangel]
2035;1. Fortwährend viele Baustellen (gleichzeitig) in der ganzen Stadt, die für Verkehrsbehinderungen sorgen (wenn mit Auto unterwegs). 2. Ein grosses Problem - und noch dazu unverständlich!!! bei dem extremen Durchgangsverkehr durch BS von Nord nach Süd!- ist die Verlangsamung des Tempos auf der Schnellstrasse/Autobahn von Basel Richtung Zürich von Tempo 80 auf Tempo 60. Nicht nachvollziehbar. Dadurch wird der Verkehr durch die Stadt hindurch noch mehr verlangsamt und regelrecht träge gemacht. Es kommt zu noch mehr Verkehrsstockungen... 3. Es entsteht der Eindruck, dass private Autos in der Stadt Basel immer weniger erwünscht sind. Dies zeigt sich in abnehmenden Parkplatzkapazitäten in den Quartieren sowie erhöhte Parkgebühren und Parkbussen und vermehrte blaue Zonen. Das finde ich absolut nicht gut! Es gibt Arbeits- und andere Situationen, wo man auf ein privates Auto angewiesen ist. Es hat den Anschein, dass Basel längerfristig autofrei gemacht werden soll, was jedoch nicht realisitisch und nicht bürgerfreundlich ist.;[5, 7]
2036;A drop in standards of cleanliness and municipal work (litter and dog poop not cleaned up for example). Uncomfortable with growing divide along racial lines, more bad tempered outbursts on trams by whites (alcohol influenced).;[15, 20]
2037;-es gibt viel zu wenig Parkplätze! Wenn immer mehr Autos mit Strom fahren statt fossilen Energien, gibts ja gar keinen Grund mehr für die Autohasser von Links! -zu viele Ampeln stauen mutwillig den Verkehr, ohne Gründe, das geht nicht!! Zudem könnten viele Ampeln, zB im Gundeli abends einfach blinken, da eh fast kein Verkehr -es gibt zu viele 30er Zonen, zB. Horburgstrasse/Grenzacherstrasse, die einfach überflüssig und reine Schikane sind -die erhöhten ÖV-Haltestellen sind furchtbar für Velofahrer! Und statt alle 289 zu erhöhen, einfach Trams mit ausfahrbarem Trittbrett anschaffen??!! Zum Mond fliegen ging ja auch! -Kultur wird immer mehr marginalisiert, St. Jakobshalle ist ein Megaflop, jetzt soll auch noch das Musical Theater weg für eine Schwimmhalle -überall linksextreme Sprayereien, angekleisterte Plakate und Aufkleber, die jahrelang vor sich hingammeln (v.a. Klybeck, Horburg, Volta etc. etc.) und bislang werden leider erst Aufkleber ab und an entfernt. Danke dafür! -viel zu viele unbewilligte (linksextreme) Demos, die die Innenstadt und den ÖV blockieren. Bei den Corona-Massnahmen-Gegner konnte rigoros durchgegriffen und die Demos aufgelöst werden. Ok das waren auch anständige und nicht gewaltbereite Linksextreme... -generell braucht es ENDLICH eine konsequente Verfolgung des Linksextremismus! Razzien bei Webseiten-Betreiber, illegalen Plakatierern, im Hirscheneck und Vermummte an Demos stoppen und büssen, weil verboten! -zudem gibt es zu viele Leute, die illegal ihr Bett/Schrank etc. auf der Strasse entsorgen, ihren Abfall in öffentliche Kübel verschieben etc. Es ist wohl nur ein grosser Zufall, dass dies gehäuft in Quartieren mit hohem Ausländeranteil geschieht... -nicht ganz Basel zubauen und überall Wohnungen hinstellen wollen! Basel hat genug Einwohner, mehr braucht es nicht! Lieber Industrieareale in Parks mit vielen schattigen Bäumen umwandeln!! -könnte man den Messeplatz grüner machen? Es ist eine (im Sommer heisse) Betonwüste! Warum können die Sitzbänke während der Baselworld bei der City Lounge nicht ganzjährig dort sein auch für den Pöbel? -es braucht viel mehr Aschenbecher, bei jedem Bänkli zB. Denn es gibt Leute, die ihre Zigarette gerne entsorgen würden und nicht auf den Boden schmeissen. Rimini ist da ein Vorbild, an jedem Bänkli ein Aschenbecher -zur Lösung des Problems der illegalen Abfalldeponien schlage ich anstelle von lächerlichen Bussen jeweils 1 Woche (oder am Wochenende) Dienst bei der Stadtreinigung vor -last but not least: Ausländer in Basel müssen Deutsch sprechen können! Sprich, wer 10 Jahre hier ist und trotzdem fast kein Deutsch spricht Aadie und ausweisen! Der Claraplatz ist wohl der Ort, wo man die wenigsten Menschen findet, die Deutsch verstehen. Das geht einfach nicht. Danke an die Linken!;[5, 7, 10, 15, 20, 22, 23, 24, 27, 28, 35, 45, 46, 48]
2038;zu viele Baustellen,  manche Quartiere sind schmutzig,  Am Abend hat man Angst alleine in der Stadt unterwegs zu sein;[15, 36, 23]
2039;Zu hohe Steuern, einseitige politische Ausrichtung, zu hohe Verwaltungsgebühren, zu hohe politische Hürden für innovative Ideen und Projekte.;[1, 30]
2040;Wohnungsnot;[3]
2041;öffentlicher Raum und Nutzung, wer ist für was verantwortlich;[15, 30]
2042;Nicht alle Strecken sind velofreundlich, viel Autos in der Stadt bei zu hoher Geschwindigkeit, hohe Gesundheitskosten weil nicht genug ambulante Versorgung, Kauf einer Immobilie kaum zahlbar für normale Menschen. Wir könnten noch mehr Bäume brauchen und wir könnten mehr fürs Klima tun.;[5, 6, 8, 10, 15, 18, 21, 23, 30, 32]
2043;I think we need to increase the Karton days in the Abfuhrplan to have st least 2 in 1 months.  I heard in some quartiers packages ordered online are stolen so we should do something about this too.;[1, 23]
2044;Energiekosten: Massiv steigende Energiekosten im Kanton, welche leider nur bedingt mit dem aktuellen Weltgeschehen zu tun haben Krankenkassenprämien: Unverständlich, warum Einwohner vom Kanton Basel Stadt massiv mehr an Prämien zahlen müssen im Vergleich zu Nachbarkantonen oder Grenzgängern Für eine Familie aus dem Mittelstand, welche bei einem normalen Einkommen keine Abzüge machen kann, keine Subventionen bekommt und alles selber finanzieren muss, ist Basel leider nicht mehr attraktiv Unrentable Bauprojekte der Stadt mit Millionendefiziten Der Staatsapparat wächst enorm schnell und zieht der Privatwirtschaft gute Fachkräfte weg  Befürchtung, dass Betriebe auf Grund der Politik und der Finanzen eines Tages den Standort Basel verlassen und der Kanton dadurch in Schieflage geraten kann Zu viele Demonstrationen welche Basel für Besucher/Shopping zu unattraktiv machen;[1, 4, 30]
2046;el parkin de coches;[7]
2048;Derzeit ist die große Problem in Basel statt Der wohnt Station weil die wohnungen sehr teuer Zum mitten Und für Kinder die Wohnungen ist Kinder unfreundlich;[3, 10]
2050;bezahlbarer Wohnraum, Verkehrssicherheit für Langsamverkehr (Velo, Fussgänger), Littering, Lärm in Wohnquartieren (Kleinbasel),;[2, 5, 15, 17]
2055;unverhältnismässige Einsätze der Polizei;[23]
2057;Abfallbeseitigung, Littering;[15]
2058;Der Zugang zur Natur ist ein Kampf! Mindestens 40 Minuten Fahrt ( ÖV oder Fahrrad) sind nötig, um endlich in einen Wald zu gelangen. Basel ist eine große Stadt und Punkt, es hat nicht die echte Vielfalt eines Kantons an sich.;[21, 6]
2059;Jugos;[28, 37]
2062;Man hört von viel Gewalt.  Verkehrssituation ist zu Stosszeiten oft schwierig. Viele Personen sind unterwegs mit Velo, Auto, öv. Sensibilität für Rücksichtsnahme und Verkehrsregeln ist teilweise nicht sehr ausgeprägt.;[5, 7, 37]
2064;Wir wohnen in Riehen und verbringen nicht viel Zeit in der Stadt. Uns gefallen die Sicherheit und die Grünanlagen in Riehen. Das einzige, was in Riehen wirklich fehlt, ist mehr Angebot für Shopping/Cafés/Dorfleben. Einkaufsmöglichkeiten gibt es in Riehen kaum und man muss in die Stadt oder nach Deutschland;[2, 21, 27]
2067;Die Verkehrssituation mit den endlosen Staus.;[5, 33]
2069;Viele baurechtliche Vorgaben (Denkmalpflege), welche inhaltlich nicht wirklich Sinn ergeben.;[15, 36]
2072;Traffic, academic level in the schools / teachers, work-life balance families with children, civic education;[5, 25, 30]
2075;Verkehr;[5, 6, 7]
2078;Aggression;[37]
